Sample,Time,Decoder,Ann Row,Ann Class,Value,
55110,2.756 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
55129,2.756 s,Timing,Times,Time,27.700 ms (36.101 Hz),
55683,2.784 s,Timing,Times,Time,500.000 탎 (2.000 kHz),
55693,2.785 s,Timing,Times,Time,9.650 ms (103.627 Hz),
55886,2.794 s,Timing,Times,Time,300.000 탎 (3.333 kHz),
55892,2.795 s,Timing,Times,Time,245.300 ms (4.077 Hz),
60798,3.040 s,Timing,Times,Time,550.000 탎 (1.818 kHz),
60809,3.040 s,Timing,Times,Time,700.000 탎 (1.429 kHz),
60823,3.041 s,Timing,Times,Time,700.000 탎 (1.429 kHz),
60837,3.042 s,Timing,Times,Time,17.900 ms (55.866 Hz),
61195,3.060 s,Timing,Times,Time,7.000 ms (142.857 Hz),
61335,3.067 s,Timing,Times,Time,150.000 탎 (6.667 kHz),
61338,3.067 s,Timing,Times,Time,8.950 ms (111.732 Hz),
61517,3.076 s,Timing,Times,Time,1.650 ms (606.061 Hz),
61550,3.078 s,Timing,Times,Time,3.150 ms (317.460 Hz),
61613,3.081 s,Timing,Times,Time,1.050 ms (952.381 Hz),
61634,3.082 s,Timing,Times,Time,3.150 ms (317.460 Hz),
61697,3.085 s,Timing,Times,Time,1.000 ms (1.000 kHz),
61717,3.086 s,Timing,Times,Time,3.150 ms (317.460 Hz),
61780,3.089 s,Timing,Times,Time,900.000 탎 (1.111 kHz),
61798,3.090 s,Timing,Times,Time,3.300 ms (303.030 Hz),
61864,3.093 s,Timing,Times,Time,2.150 ms (465.116 Hz),
61907,3.095 s,Timing,Times,Time,3.150 ms (317.460 Hz),
61970,3.099 s,Timing,Times,Time,2.000 ms (500.000 Hz),
62010,3.100 s,Timing,Times,Time,3.350 ms (298.507 Hz),
62077,3.104 s,Timing,Times,Time,850.000 탎 (1.176 kHz),
62094,3.105 s,Timing,Times,Time,3.300 ms (303.030 Hz),
62160,3.108 s,Timing,Times,Time,1.800 ms (555.556 Hz),
62196,3.110 s,Timing,Times,Time,3.200 ms (312.500 Hz),
62260,3.113 s,Timing,Times,Time,2.100 ms (476.190 Hz),
62302,3.115 s,Timing,Times,Time,3.300 ms (303.030 Hz),
62368,3.118 s,Timing,Times,Time,2.000 ms (500.000 Hz),
62408,3.120 s,Timing,Times,Time,3.350 ms (298.507 Hz),
62475,3.124 s,Timing,Times,Time,2.000 ms (500.000 Hz),
62515,3.126 s,Timing,Times,Time,3.300 ms (303.030 Hz),
62581,3.129 s,Timing,Times,Time,2.000 ms (500.000 Hz),
62621,3.131 s,Timing,Times,Time,3.350 ms (298.507 Hz),
62688,3.134 s,Timing,Times,Time,850.000 탎 (1.176 kHz),
62705,3.135 s,Timing,Times,Time,3.300 ms (303.030 Hz),
62771,3.139 s,Timing,Times,Time,850.000 탎 (1.176 kHz),
62788,3.139 s,Timing,Times,Time,3.350 ms (298.507 Hz),
62855,3.143 s,Timing,Times,Time,2.000 ms (500.000 Hz),
62895,3.145 s,Timing,Times,Time,3.300 ms (303.030 Hz),
62961,3.148 s,Timing,Times,Time,2.000 ms (500.000 Hz),
63001,3.150 s,Timing,Times,Time,3.350 ms (298.507 Hz),
63068,3.153 s,Timing,Times,Time,850.000 탎 (1.176 kHz),
63085,3.154 s,Timing,Times,Time,3.300 ms (303.030 Hz),
63151,3.158 s,Timing,Times,Time,2.000 ms (500.000 Hz),
63191,3.160 s,Timing,Times,Time,3.350 ms (298.507 Hz),
63258,3.163 s,Timing,Times,Time,850.000 탎 (1.176 kHz),
63275,3.164 s,Timing,Times,Time,3.300 ms (303.030 Hz),
63341,3.167 s,Timing,Times,Time,2.000 ms (500.000 Hz),
63381,3.169 s,Timing,Times,Time,3.300 ms (303.030 Hz),
63447,3.172 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
63466,3.173 s,Timing,Times,Time,3.300 ms (303.030 Hz),
63532,3.177 s,Timing,Times,Time,2.150 ms (465.116 Hz),
63575,3.179 s,Timing,Times,Time,3.150 ms (317.460 Hz),
63638,3.182 s,Timing,Times,Time,900.000 탎 (1.111 kHz),
63656,3.183 s,Timing,Times,Time,3.300 ms (303.030 Hz),
63722,3.186 s,Timing,Times,Time,900.000 탎 (1.111 kHz),
63740,3.187 s,Timing,Times,Time,3.300 ms (303.030 Hz),
63806,3.190 s,Timing,Times,Time,850.000 탎 (1.176 kHz),
63823,3.191 s,Timing,Times,Time,3.300 ms (303.030 Hz),
63889,3.194 s,Timing,Times,Time,900.000 탎 (1.111 kHz),
63907,3.195 s,Timing,Times,Time,3.300 ms (303.030 Hz),
63973,3.199 s,Timing,Times,Time,2.000 ms (500.000 Hz),
64013,3.201 s,Timing,Times,Time,3.300 ms (303.030 Hz),
64079,3.204 s,Timing,Times,Time,1.050 ms (952.381 Hz),
64100,3.205 s,Timing,Times,Time,3.150 ms (317.460 Hz),
64163,3.208 s,Timing,Times,Time,2.000 ms (500.000 Hz),
64203,3.210 s,Timing,Times,Time,3.300 ms (303.030 Hz),
64269,3.213 s,Timing,Times,Time,1.000 ms (1.000 kHz),
64289,3.214 s,Timing,Times,Time,3.200 ms (312.500 Hz),
64353,3.218 s,Timing,Times,Time,2.150 ms (465.116 Hz),
64396,3.220 s,Timing,Times,Time,3.150 ms (317.460 Hz),
64459,3.223 s,Timing,Times,Time,2.200 ms (454.545 Hz),
64503,3.225 s,Timing,Times,Time,3.150 ms (317.460 Hz),
64566,3.228 s,Timing,Times,Time,2.050 ms (487.805 Hz),
64607,3.230 s,Timing,Times,Time,3.250 ms (307.692 Hz),
64672,3.234 s,Timing,Times,Time,18.150 ms (55.096 Hz),
65035,3.252 s,Timing,Times,Time,1.400 ms (714.286 Hz),
65063,3.253 s,Timing,Times,Time,1.550 ms (645.161 Hz),
65094,3.255 s,Timing,Times,Time,1.950 ms (512.821 Hz),
