Sample,Time,Decoder,Ann Row,Ann Class,Value,
46750,2.337 s,Timing,Times,Time,3.050 ms (327.869 Hz),
46811,2.341 s,Timing,Times,Time,1.150 ms (869.565 Hz),
46834,2.342 s,Timing,Times,Time,1.300 ms (769.231 Hz),
46860,2.343 s,Timing,Times,Time,1.150 ms (869.565 Hz),
46883,2.344 s,Timing,Times,Time,1.300 ms (769.231 Hz),
46909,2.345 s,Timing,Times,Time,1.150 ms (869.565 Hz),
46932,2.347 s,Timing,Times,Time,3.050 ms (327.869 Hz),
46993,2.350 s,Timing,Times,Time,1.200 ms (833.333 Hz),
47017,2.351 s,Timing,Times,Time,3.050 ms (327.869 Hz),
47078,2.354 s,Timing,Times,Time,1.150 ms (869.565 Hz),
47101,2.355 s,Timing,Times,Time,1.300 ms (769.231 Hz),
47127,2.356 s,Timing,Times,Time,1.100 ms (909.091 Hz),
47149,2.357 s,Timing,Times,Time,1.300 ms (769.231 Hz),
47175,2.359 s,Timing,Times,Time,1.250 ms (800.000 Hz),
47200,2.360 s,Timing,Times,Time,1.300 ms (769.231 Hz),
47226,2.361 s,Timing,Times,Time,1.150 ms (869.565 Hz),
47249,2.362 s,Timing,Times,Time,1.300 ms (769.231 Hz),
47275,2.364 s,Timing,Times,Time,1.150 ms (869.565 Hz),
47298,2.365 s,Timing,Times,Time,1.350 ms (740.741 Hz),
47325,2.366 s,Timing,Times,Time,1.100 ms (909.091 Hz),
47347,2.367 s,Timing,Times,Time,1.350 ms (740.741 Hz),
47374,2.369 s,Timing,Times,Time,1.050 ms (952.381 Hz),
47395,2.370 s,Timing,Times,Time,3.150 ms (317.460 Hz),
47458,2.373 s,Timing,Times,Time,1.050 ms (952.381 Hz),
47479,2.374 s,Timing,Times,Time,1.400 ms (714.286 Hz),
47507,2.375 s,Timing,Times,Time,1.050 ms (952.381 Hz),
47528,2.376 s,Timing,Times,Time,3.200 ms (312.500 Hz),
47592,2.380 s,Timing,Times,Time,1.000 ms (1.000 kHz),
47612,2.381 s,Timing,Times,Time,1.450 ms (689.655 Hz),
47641,2.382 s,Timing,Times,Time,1.000 ms (1.000 kHz),
47661,2.383 s,Timing,Times,Time,3.250 ms (307.692 Hz),
47726,2.386 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
47745,2.387 s,Timing,Times,Time,481.850 ms (2.075 Hz),
57382,2.869 s,Timing,Times,Time,150.000 탎 (6.667 kHz),
57385,2.869 s,Timing,Times,Time,29.350 ms (34.072 Hz),
57972,2.899 s,Timing,Times,Time,300.000 탎 (3.333 kHz),
57978,2.899 s,Timing,Times,Time,14.100 ms (70.922 Hz),
58260,2.913 s,Timing,Times,Time,200.000 탎 (5.000 kHz),
58264,2.913 s,Timing,Times,Time,25.600 ms (39.062 Hz),
58776,2.939 s,Timing,Times,Time,300.000 탎 (3.333 kHz),
58782,2.939 s,Timing,Times,Time,2.300 ms (434.783 Hz),
58828,2.941 s,Timing,Times,Time,400.000 탎 (2.500 kHz),
58836,2.942 s,Timing,Times,Time,10.250 ms (97.561 Hz),
59041,2.952 s,Timing,Times,Time,700.000 탎 (1.429 kHz),
59055,2.953 s,Timing,Times,Time,4.550 ms (219.780 Hz),
59146,2.957 s,Timing,Times,Time,300.000 탎 (3.333 kHz),
59152,2.958 s,Timing,Times,Time,2.200 ms (454.545 Hz),
59196,2.960 s,Timing,Times,Time,300.000 탎 (3.333 kHz),
59202,2.960 s,Timing,Times,Time,11.000 ms (90.909 Hz),
59422,2.971 s,Timing,Times,Time,150.000 탎 (6.667 kHz),
59425,2.971 s,Timing,Times,Time,348.000 ms (2.874 Hz),
66385,3.319 s,Timing,Times,Time,500.000 탎 (2.000 kHz),
66395,3.320 s,Timing,Times,Time,1.950 ms (512.821 Hz),
66434,3.322 s,Timing,Times,Time,100.000 탎 (10.000 kHz),
66436,3.322 s,Timing,Times,Time,150.000 탎 (6.667 kHz),
66439,3.322 s,Timing,Times,Time,300.000 탎 (3.333 kHz),
66445,3.322 s,Timing,Times,Time,3.550 ms (281.690 Hz),
66516,3.326 s,Timing,Times,Time,700.000 탎 (1.429 kHz),
66530,3.326 s,Timing,Times,Time,2.100 ms (476.190 Hz),
66572,3.329 s,Timing,Times,Time,350.000 탎 (2.857 kHz),
66579,3.329 s,Timing,Times,Time,3.350 ms (298.507 Hz),
66646,3.332 s,Timing,Times,Time,850.000 탎 (1.176 kHz),
66663,3.333 s,Timing,Times,Time,18.100 ms (55.249 Hz),
67025,3.351 s,Timing,Times,Time,150.000 탎 (6.667 kHz),
67028,3.351 s,Timing,Times,Time,7.300 ms (136.986 Hz),
67174,3.359 s,Timing,Times,Time,800.000 탎 (1.250 kHz),
67190,3.360 s,Timing,Times,Time,1.900 ms (526.316 Hz),
67228,3.361 s,Timing,Times,Time,100.000 탎 (10.000 kHz),
67230,3.361 s,Timing,Times,Time,2.450 ms (408.163 Hz),
67279,3.364 s,Timing,Times,Time,450.000 탎 (2.222 kHz),
67288,3.364 s,Timing,Times,Time,8.250 ms (121.212 Hz),
67453,3.373 s,Timing,Times,Time,150.000 탎 (6.667 kHz),
67456,3.373 s,Timing,Times,Time,1.700 ms (588.235 Hz),
67490,3.374 s,Timing,Times,Time,750.000 탎 (1.333 kHz),
67505,3.375 s,Timing,Times,Time,2.050 ms (487.805 Hz),
67546,3.377 s,Timing,Times,Time,400.000 탎 (2.500 kHz),
67554,3.378 s,Timing,Times,Time,1.750 ms (571.429 Hz),
67589,3.379 s,Timing,Times,Time,250.000 탎 (4.000 kHz),
67594,3.380 s,Timing,Times,Time,150.000 탎 (6.667 kHz),
67597,3.380 s,Timing,Times,Time,250.000 탎 (4.000 kHz),
67602,3.380 s,Timing,Times,Time,1.750 ms (571.429 Hz),
67637,3.382 s,Timing,Times,Time,800.000 탎 (1.250 kHz),
67653,3.383 s,Timing,Times,Time,2.200 ms (454.545 Hz),
67697,3.385 s,Timing,Times,Time,200.000 탎 (5.000 kHz),
67701,3.385 s,Timing,Times,Time,6.150 ms (162.602 Hz),
67824,3.391 s,Timing,Times,Time,550.000 탎 (1.818 kHz),
67835,3.392 s,Timing,Times,Time,1.900 ms (526.316 Hz),
67873,3.394 s,Timing,Times,Time,550.000 탎 (1.818 kHz),
67884,3.394 s,Timing,Times,Time,3.450 ms (289.855 Hz),
67953,3.398 s,Timing,Times,Time,750.000 탎 (1.333 kHz),
67968,3.398 s,Timing,Times,Time,1.950 ms (512.821 Hz),
68007,3.400 s,Timing,Times,Time,500.000 탎 (2.000 kHz),
68017,3.401 s,Timing,Times,Time,9.800 ms (102.041 Hz),
68213,3.411 s,Timing,Times,Time,750.000 탎 (1.333 kHz),
68228,3.411 s,Timing,Times,Time,3.150 ms (317.460 Hz),
68291,3.415 s,Timing,Times,Time,750.000 탎 (1.333 kHz),
68306,3.415 s,Timing,Times,Time,8.550 ms (116.959 Hz),
68477,3.424 s,Timing,Times,Time,350.000 탎 (2.857 kHz),
68484,3.424 s,Timing,Times,Time,7.850 ms (127.389 Hz),
68641,3.432 s,Timing,Times,Time,800.000 탎 (1.250 kHz),
68657,3.433 s,Timing,Times,Time,47.350 ms (21.119 Hz),
69604,3.480 s,Timing,Times,Time,2.350 ms (425.532 Hz),
69651,3.483 s,Timing,Times,Time,2.950 ms (338.983 Hz),
69710,3.486 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
69729,3.486 s,Timing,Times,Time,3.250 ms (307.692 Hz),
69794,3.490 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
69813,3.491 s,Timing,Times,Time,1.500 ms (666.667 Hz),
69843,3.492 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
69862,3.493 s,Timing,Times,Time,1.500 ms (666.667 Hz),
69892,3.495 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
69911,3.496 s,Timing,Times,Time,3.250 ms (307.692 Hz),
69976,3.499 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
69995,3.500 s,Timing,Times,Time,3.250 ms (307.692 Hz),
70060,3.503 s,Timing,Times,Time,1.000 ms (1.000 kHz),
70080,3.504 s,Timing,Times,Time,1.500 ms (666.667 Hz),
70110,3.506 s,Timing,Times,Time,900.000 탎 (1.111 kHz),
70128,3.506 s,Timing,Times,Time,1.500 ms (666.667 Hz),
70158,3.508 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
70177,3.509 s,Timing,Times,Time,1.450 ms (689.655 Hz),
70206,3.510 s,Timing,Times,Time,1.050 ms (952.381 Hz),
70227,3.511 s,Timing,Times,Time,1.450 ms (689.655 Hz),
70256,3.513 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
70275,3.514 s,Timing,Times,Time,1.500 ms (666.667 Hz),
70305,3.515 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
70324,3.516 s,Timing,Times,Time,1.450 ms (689.655 Hz),
70353,3.518 s,Timing,Times,Time,1.000 ms (1.000 kHz),
70373,3.519 s,Timing,Times,Time,3.250 ms (307.692 Hz),
70438,3.522 s,Timing,Times,Time,950.000 탎 (1.053 kHz),
70457,3.523 s,Timing,Times,Time,1.450 ms (689.655 Hz),
70486,3.524 s,Timing,Times,Time,1.000 ms (1.000 kHz),
