Sample,Time,Decoder,Ann Row,Ann Class,Value,
24676,493.520 ms,Timing,Times,Terse,1ms,
24735,494.700 ms,Timing,Times,Terse,1ms,
24792,495.840 ms,Timing,Times,Terse,1ms,
24850,497.000 ms,Timing,Times,Terse,57ms,
27715,554.300 ms,Timing,Times,Terse,3ms,
27842,556.840 ms,Timing,Times,Terse,3ms,
27972,559.440 ms,Timing,Times,Terse,1ms,
28029,560.580 ms,Timing,Times,Terse,3ms,
28173,563.460 ms,Timing,Times,Terse,1ms,
28231,564.620 ms,Timing,Times,Terse,1ms,
28289,565.780 ms,Timing,Times,Terse,1ms,
28346,566.920 ms,Timing,Times,Terse,1ms,
28404,568.080 ms,Timing,Times,Terse,1ms,
28461,569.220 ms,Timing,Times,Terse,3ms,
28606,572.120 ms,Timing,Times,Terse,1ms,
28663,573.260 ms,Timing,Times,Terse,3ms,
28807,576.140 ms,Timing,Times,Terse,1ms,
28865,577.300 ms,Timing,Times,Terse,1ms,
28922,578.440 ms,Timing,Times,Terse,1ms,
28980,579.600 ms,Timing,Times,Terse,1ms,
29038,580.760 ms,Timing,Times,Terse,1ms,
29095,581.900 ms,Timing,Times,Terse,1ms,
29153,583.060 ms,Timing,Times,Terse,1ms,
29210,584.200 ms,Timing,Times,Terse,1ms,
29268,585.360 ms,Timing,Times,Terse,1ms,
29326,586.520 ms,Timing,Times,Terse,1ms,
29383,587.660 ms,Timing,Times,Terse,1ms,
29441,588.820 ms,Timing,Times,Terse,1ms,
29499,589.980 ms,Timing,Times,Terse,1ms,
29557,591.140 ms,Timing,Times,Terse,3ms,
29700,594.000 ms,Timing,Times,Terse,1ms,
29759,595.180 ms,Timing,Times,Terse,1ms,
29816,596.320 ms,Timing,Times,Terse,1ms,
29874,597.480 ms,Timing,Times,Terse,3ms,
30017,600.340 ms,Timing,Times,Terse,1ms,
30076,601.520 ms,Timing,Times,Terse,3ms,
30219,604.380 ms,Timing,Times,Terse,1ms,
30278,605.560 ms,Timing,Times,Terse,1ms,
30334,606.680 ms,Timing,Times,Terse,1ms,
30393,607.860 ms,Timing,Times,Terse,57ms,
33258,665.160 ms,Timing,Times,Terse,3ms,
33386,667.720 ms,Timing,Times,Terse,3ms,
33515,670.300 ms,Timing,Times,Terse,1ms,
33572,671.440 ms,Timing,Times,Terse,3ms,
33716,674.320 ms,Timing,Times,Terse,1ms,
33775,675.500 ms,Timing,Times,Terse,1ms,
33831,676.620 ms,Timing,Times,Terse,1ms,
33890,677.800 ms,Timing,Times,Terse,1ms,
33947,678.940 ms,Timing,Times,Terse,1ms,
34005,680.100 ms,Timing,Times,Terse,3ms,
34148,682.960 ms,Timing,Times,Terse,1ms,
34207,684.140 ms,Timing,Times,Terse,3ms,
34350,687.000 ms,Timing,Times,Terse,1ms,
34409,688.180 ms,Timing,Times,Terse,1ms,
34465,689.300 ms,Timing,Times,Terse,1ms,
34524,690.480 ms,Timing,Times,Terse,1ms,
34580,691.600 ms,Timing,Times,Terse,1ms,
34639,692.780 ms,Timing,Times,Terse,1ms,
34696,693.920 ms,Timing,Times,Terse,1ms,
34754,695.080 ms,Timing,Times,Terse,1ms,
34811,696.220 ms,Timing,Times,Terse,1ms,
34870,697.400 ms,Timing,Times,Terse,1ms,
34926,698.520 ms,Timing,Times,Terse,1ms,
34985,699.700 ms,Timing,Times,Terse,1ms,
35041,700.820 ms,Timing,Times,Terse,1ms,
35100,702.000 ms,Timing,Times,Terse,3ms,
35243,704.860 ms,Timing,Times,Terse,1ms,
35302,706.040 ms,Timing,Times,Terse,1ms,
35358,707.160 ms,Timing,Times,Terse,1ms,
35417,708.340 ms,Timing,Times,Terse,3ms,
35560,711.200 ms,Timing,Times,Terse,1ms,
